ID,Partner.Country,Reporting.Country,Product,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015
159,Togo,Cote d'Ivoire,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
160,Tunisia,Egypt,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,19,0
161,Tunisia,Egypt,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,21.4,30.2,10.8
162,Tunisia,Algeria,Smoke Screen Bomb,70.4,70.4,70.6,70,70.8,71,68,73.2,72,59,88.6,68.4,20,177.2,8,81.4,0,16,0,0,0,0,0,0,0,0
163,Uganda,South Africa,Smoke Screen Bomb,136.2,135.8,136.8,136,134.8,139.6,133.6,130.8,154.4,115.8,122,225.6,0,140.2,536.6,890.8,960.4,927.8,33,1094.2,1844.8,1668.8,1379,1688,1166,1269.2
164,Uganda,South Africa,Giant Rubber Band,3,3,3,3,2.8,3,2.8,2.8,3.4,2.4,2.6,5,0,2.6,12.2,0,90.6,75.8,0,67.6,0,0.8,98.4,0,0,0
165,Uganda,South Africa,Glue,74.2,74.2,74.4,73.8,74.4,74.6,72.6,76.4,75,66.2,87.8,70.8,40,152.8,19.4,37.4,115.4,242.6,0.4,136.2,256.6,313,95.2,42.4,220.2,233.4
166,Uganda,Kenya,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,7.6,0,0.2
167,Uganda,Kenya,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,11,3.8,10.8,2.2,7.2,2.6,5.8,36.8,7.2
168,Uganda,Kenya,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.6,163.2,163.4,4.8,8,1.6,9.6,0,43.6,14
169,Uganda,Egypt,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0,0
170,Uganda,Egypt,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0
171,Uganda,Egypt,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,31.4,127.6,37,79.8
172,Zambia,South Africa,Smoke Screen Bomb,8.4,8.4,8.4,8.2,8.4,8.4,8.2,8.4,8.6,7.4,9.2,9.6,3.4,14.4,11,419.4,557,679,647.2,761,570.4,756.6,1067.6,941,1143.4,768.4
173,Zambia,South Africa,Giant Rubber Band,177.6,177.2,178.2,177.2,176.2,181,174.6,173.4,194.8,155.6,169.6,259.6,37.6,211.2,530,826.8,477,239.8,22092.8,380.4,668.8,601,692.6,448,274.8,326.2
174,Zambia,South Africa,Glue,101.2,101.4,101.2,101.2,101.6,100.8,101.2,102.8,98.2,102.6,107.8,84.2,115.8,123.6,13,75,63.2,54.2,5.8,14.8,5.8,21.8,64.2,76.6,80.8,151.2
175,Zambia,Kenya,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
176,Zambia,Kenya,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.2,0
177,Zimbabwe,South Africa,Smoke Screen Bomb,62,62,62.4,61.8,62,63.2,60.2,62.6,66.8,51.4,69.4,79.6,5,123.8,110,91.8,109.4,124.6,122.8,61.8,175.6,108.8,571.4,414,523,1236.6
178,Zimbabwe,South Africa,Giant Rubber Band,21.2,21.2,21.4,21.2,21.4,21.4,20.6,22,21.6,18.4,25.8,20.4,9.2,48,4.2,26.2,196.8,117.4,153.8,330.2,976.2,982.4,809.6,1025.8,916.2,251
179,Zimbabwe,South Africa,Glue,43,43,43,43.2,43.2,42.6,43.8,43,41,47.4,40.8,34.6,66.8,20.8,16,62.6,138.6,36.6,70.4,18.8,164.2,90.6,101,66,33.6,133.8
180,Central African Republic,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,11.6,4,0,8,4,4,0,0,0,0
181,Botswana,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,12.8,16.6
182,Botswana,South Africa,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4,221.6,182
183,Botswana,South Africa,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,37.6,16
184,Swaziland,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33.2,46.6
185,Swaziland,South Africa,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.6,1.6
186,Swaziland,South Africa,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,11.8,2.8
187,Eritrea,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Eritrea,South Africa,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Eritrea,Egypt,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0
190,Seychelles,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,12
191,Guinea-Bissau,Senegal,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Guinea-Bissau,Senegal,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
193,Djibouti,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,8
194,Djibouti,Egypt,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.8,0,0
195,Burkina Faso,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
196,Burkina Faso,Cote d'Ivoire,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
197,"Congo, Dem. Rep.",South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.6,54.8,109.8
198,"Congo, Dem. Rep.",South Africa,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,22,24.8
199,"Congo, Dem. Rep.",South Africa,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,59,42.2
200,"Congo, Dem. Rep.",Kenya,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2.8,3.8
201,"Congo, Dem. Rep.",Kenya,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2,44,31.2
202,"Congo, Dem. Rep.",Kenya,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2
203,Rwanda,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,72,12.2
204,Rwanda,South Africa,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
205,Rwanda,Kenya,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Rwanda,Kenya,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,6.2,2.8
207,Rwanda,Kenya,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,64.8,2.4
208,Rwanda,Egypt,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0.6,0
209,Rwanda,Egypt,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.2,195.6,312.8
210,Burundi,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
211,Burundi,Kenya,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.2,0
212,Burundi,Egypt,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,14.4
213,Malawi,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.4,415.2,331.8
214,Malawi,South Africa,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.2,156.8,267
215,Malawi,South Africa,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6,29,43.8
216,Malawi,Kenya,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,St. Helena,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,St. Helena,South Africa,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
219,Equatorial Guinea,South Africa,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.4,0
220,Algeria,Brazil,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,4.8,473.2,277.6,877,139,9.6,0,0,9.6,0
221,Algeria,Brazil,Giant Rubber Band,33.2,33.2,33.2,33,33.2,33.8,32,33.8,35.4,26.6,39.8,39.8,0,79.8,39.4,312.4,0,130,147.8,110.2,9.4,0,0,0,0,0
222,Algeria,Brazil,Glue,1449.2,1451,1452.8,1443.8,1456.6,1457.8,1417.2,1494.8,1461.2,1295.6,1727.4,1360.8,798.4,3023.2,260.8,925,0,1833,136.4,1438.8,59.6,0,98.2,201.2,0,0
223,Algeria,Argentina,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
224,Algeria,Argentina,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6,0,0,0,0,100,0,0,0,0,0
225,Angola,Brazil,Smoke Screen Bomb,95,95,95.2,94.6,95,95.8,93.4,95.8,97.8,86.6,103.2,103.8,52.4,153.2,105.6,36.6,44.2,9.6,17.6,72.6,147.8,434.8,140.4,385.8,348.6,134
226,Angola,Brazil,Giant Rubber Band,20.8,20.8,21,20.8,20.8,21.2,20.2,21.2,22.4,16.8,24,26.4,0,46,33,82.2,65.2,0,0,0.6,0,5.2,5.2,5,5.4,0
227,Angola,Brazil,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,2.4,1,2.4,0,0.2,0.6,0.4,0.2
228,Angola,Argentina,Smoke Screen Bomb,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.6,2.2,1.6,1.2,3.6,0,0,0,14.2,20,0,3.8,0,3.8,0,5,0,0
229,Angola,Argentina,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,18,6.4,0,0,0,0,0,0,0,0
230,Angola,Argentina,Glue,1.4,1.4,1.4,1.4,1.4,1.6,1.4,1.4,1.8,1.2,1,3,0,0,8.8,131.4,0,20.8,192.4,0,0,0,0,0,0,0
231,Benin,Brazil,Smoke Screen Bomb,10.8,10.8,10.8,10.8,10.6,11,10.6,10.6,11.6,9.6,10.2,14.8,4,12.2,28.4,0,0,0,0,0,7.8,1.6,0,43.6,15.8,19.8
232,Benin,Brazil,Giant Rubber Band,2.4,2.4,2.4,2.4,2.2,2.4,2.4,2.2,2.8,2,1.6,4.6,0,0,13.8,0,0,0,41.2,4.8,0,0,0,0,0,48.8
233,Benin,Brazil,Glue,2.2,2.2,2.2,2.2,2.2,2.2,2,2.4,2.2,1.8,3,2.2,0,6.6,0,0,3,0,0,0,0,0,30,0,0,0
234,Benin,Argentina,Giant Rubber Band,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.4,1.8,1.4,1,3.2,0,0,9.4,71.8,19.8,0,0,9.8,0,0,0,0,0,0
235,Benin,Argentina,Glue,100.2,100.2,100.6,99.8,100.4,101.6,97.2,102,105.4,84,116.8,115.6,20,214.6,112.2,10,0,82,0,0,0,0,0,0,0,0
236,Cameroon,Peru,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Cameroon,Peru,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Cameroon,Brazil,Smoke Screen Bomb,30.2,30.2,30.2,30,30.2,30.6,29.6,30.6,31.4,26.6,34.2,33.4,12.2,56.8,31,12.8,23.6,24,36.6,77.8,43.8,130.2,79.4,186.4,87.6,167
239,Cameroon,Brazil,Giant Rubber Band,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6,6.6,6,5.4,8.4,4.2,3.4,17.6,0,0,0,0,0,0,0,9.8,0,0,39
240,Cameroon,Brazil,Glue,23.2,23.2,23.2,23.2,23,23.4,22.8,22.8,24.8,21,22.8,30.6,9.4,28.2,54.4,99.8,220.4,0,143.4,71.2,0,46.6,50.2,14.6,5.2,20.8
241,Cameroon,Argentina,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,4,0,0,0,0,0,0,0
242,Cameroon,Argentina,Glue,6.4,6.4,6.6,6.4,6.4,6.6,6.4,6.4,7.2,5.4,6.6,9.6,0,10,19,0,0,0,0,0,0,0,64.8,0,0,0
243,Chad,Brazil,Giant Rubber Band,5.8,5.8,5.8,5.8,5.8,5.6,5.8,5.8,5.6,6,6,4.6,7,6.6,0,3.4,3.4,3.4,0,0,0,0,0,0,0,0
244,Comoros,Brazil,Smoke Screen Bomb,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.4,1,0,0,3.2,0,0,0,0,0,0,3.8,0,0,0,0
245,Congo,Brazil,Smoke Screen Bomb,62.8,62.8,63.2,62.6,62.8,64,60.6,64,67.6,50.6,73.6,78.4,0,142.4,92.6,81.2,53.2,44.8,25.4,22.2,55.6,63.6,32.6,198.8,182.6,4.8
246,Congo,Brazil,Giant Rubber Band,27,27,27.2,27,27,27.4,26.8,27.2,28,25.2,28,31,16.4,36.8,39.4,66.6,40.2,19.8,0,0,0,0,0,0,0,0
247,Congo,Brazil,Glue,4.2,4.2,4.2,4.2,4.2,4.4,4.2,4.4,4.6,3.4,5,5.4,0,9.4,6.8,9.6,3.6,0,0,0,0,0,0,0,0,0
248,Congo,Argentina,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.2,0,0,0,0,0,0,0
249,Congo,Argentina,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
250,Congo,Argentina,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
251,Cote d Ivoire,Colombia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Cote d Ivoire,Brazil,Smoke Screen Bomb,41,41,41,41,40.6,41.4,41.4,39.2,43.4,41.4,33,55.4,35.8,7.8,122.6,15.6,16.6,37.4,25.4,63.6,91.2,75.4,103.4,123.6,55.4,122.8
253,Cote d Ivoire,Brazil,Giant Rubber Band,24.4,24.4,24.4,24.4,24.6,24.4,24.4,25,23.6,24.6,26.6,20,27.2,32.6,0,27.4,37.6,18,0,0,0,4.8,0,0,10,33.6
254,Cote d Ivoire,Brazil,Glue,13.4,13.4,13.4,13.4,13.4,13.2,13.8,13.2,12.6,15.4,11.6,11.2,23.6,0,9.8,105,10.2,19.4,9.6,80,123.4,67.8,0,0,88.2,783.8
255,Cote d Ivoire,Argentina,Giant Rubber Band,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.2,2.8,2.2,1.6,4.8,0,0,14.2,39.4,14.6,88.8,19.2,0,0,0,0,0,0,0
256,Cote d Ivoire,Argentina,Glue,117.8,117.8,117.8,118.2,117.4,117.6,119.4,115.6,117.8,124.6,104.4,124.8,144.4,43.8,186,10,20.2,10,0,80,10,0,160,5,0,0
257,Egypt,Mexico,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Egypt,Brazil,Smoke Screen Bomb,16.6,16.6,16.8,16.6,16.8,17,16,17,17.8,13.4,20,20.2,0,39.8,20.4,28,177,387,57.4,2961.8,2036.4,1534.6,1190.2,2402.2,1112.4,834.8
259,Egypt,Brazil,Giant Rubber Band,701.2,701.6,702.6,699,703.4,705,688.8,716.6,709.8,639.8,800.2,689.4,429.6,1281.6,357,1196.6,1212.6,285.6,168.6,3303,1105.4,736.8,593.2,612,9.8,498
260,Egypt,Brazil,Glue,2134.2,2134.2,2139.2,2129,2134.4,2154.4,2098.4,2150.4,2214.2,1930.6,2306.2,2405.6,1080,3433,2704,4771,2350.2,5668.4,4346.2,5397.4,2889.6,2035.8,3751.8,1635.2,436.4,1650.6
261,Egypt,Argentina,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8,0,0,0,0,0,0,0
262,Egypt,Argentina,Glue,27.6,27.8,27.8,27.6,27.8,28.2,26.6,28.6,29.2,22,34.8,31,0,73.2,19.8,14.8,0,0.2,0,0,0,0,0,0,0,0
263,Ethiopia,Brazil,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8,0,0,0,0,0
264,Ethiopia,Argentina,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
265,Gabon,Brazil,Smoke Screen Bomb,7.2,7.2,7.2,7.2,7.2,7.4,7.2,7.4,7.4,6.6,8,7.8,4,12.2,7.4,15.2,11.8,15.8,15.8,12.8,9.6,74,27.2,70.8,27.2,62.4
266,Gabon,Brazil,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
267,Gabon,Argentina,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
268,Gambia,Brazil,Smoke Screen Bomb,39,39,39.2,39,39.2,39.4,38.2,39.8,40,35,44.4,40.4,20.2,72.8,28.2,29.6,0,0,0,0,15.8,26.4,92,83.6,91.6,43.8
269,Gambia,Brazil,Giant Rubber Band,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6,1,0.6,0.6,1.6,0,0,4.6,3,13.8,0,0,0,0,0,0,0,0,0
270,Gambia,Argentina,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0
271,Ghana,Brazil,Smoke Screen Bomb,127.4,127.6,127.4,127.4,128,126.8,127.6,129.6,123.4,129.6,135.6,105,148.4,153.4,13.2,16.4,0,0,0,580.2,600,653,111.8,221.8,107.2,429
272,Ghana,Brazil,Giant Rubber Band,53.8,53.8,53.8,54,53.8,53.8,54,53.6,54,54.4,52.6,54.8,55.8,47.4,61,46.6,0,0,0,19.8,0,0,71,28.8,0,139.6
273,Ghana,Brazil,Glue,17.2,17.2,17.2,17.2,17,17.2,17.4,16.6,17.4,18.4,13.8,20.2,21,0,39.8,10,0,0,0,215.2,345,58,70,0,181.6,390.6
274,Ghana,Argentina,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0
275,Ghana,Argentina,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
276,Ghana,Argentina,Glue,8.2,8.2,8.2,8,8.2,8.2,7.8,8.2,8.6,6.4,9.6,9.8,0,19.2,10.2,35.8,0,22,20,30,70.2,0,10,0,0,0
277,Guinea,Brazil,Smoke Screen Bomb,52.2,52.2,52.2,52.2,52.4,52,52.4,52.6,51.2,53.4,53,47.4,59.6,52,31,15.6,7.8,0,11.8,0,0,86.4,12,40,32,60
278,Guinea,Brazil,Giant Rubber Band,7.8,7.8,7.8,7.8,7.8,7.6,8,7.8,7.2,9.2,7,5.2,15.4,0.4,0,8.2,0,3.4,0,0,0,0,0,0,0,0
279,Guinea,Brazil,Glue,12.4,12.4,12.4,12.4,12.4,12.6,12.2,12.4,13,11.4,12.8,14.8,6.6,17,20.6,3.6,0,6.2,0,0,0,0,6.8,0,0,0
280,Guinea,Argentina,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
281,Guyana,Uruguay,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0
282,Guyana,Peru,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Guyana,Mexico,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,12.4,0,0,0,0,0,0,0,0
284,Guyana,Mexico,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Guyana,Mexico,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,0,0,0,0,0,0
286,Guyana,Colombia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Guyana,Brazil,Smoke Screen Bomb,27.4,27.4,27.4,27.2,27.4,27.6,26.8,27.4,28.6,24.6,29.4,31.8,12.4,44,39.2,56.8,4,0,14.4,9.6,14.2,8.8,23.6,4.8,0,0
288,Guyana,Brazil,Giant Rubber Band,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.2,2.4,2.4,1.8,3,2.4,0,4.6,7.6,2.8,0,0,0,0,0,0,0,5
289,Guyana,Brazil,Glue,11.4,11.4,11.4,11.4,11.6,11.4,11.4,11.6,11,11.6,12.4,9.2,13.2,14.6,0,0,0,0,0,0,30.2,29.8,40.6,15,15,25.4
290,Guyana,Argentina,Smoke Screen Bomb,1.8,1.8,1.8,1.8,1.8,2,1.8,1.6,2.2,1.6,1.2,3.8,0,0,11.2,19.4,33.6,24.6,12.6,13.6,4.2,0,0,0,0,0
291,Kenya,Brazil,Smoke Screen Bomb,113.8,114,114,113.6,114.4,113.8,112.8,116.8,111.8,109.6,128.6,97.4,102.8,185.8,4,0,0,0,0,524.8,244.6,719.2,564,333.8,524.4,409.6
292,Kenya,Brazil,Giant Rubber Band,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.4,0.4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,9.4
293,Kenya,Brazil,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,5,0,0,0,9
294,Kenya,Argentina,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0
295,Kenya,Argentina,Glue,72.8,73,73.2,72.2,73.4,73.8,69.6,76.4,75.6,56.6,97.2,72.8,0,218.6,0,119.6,0,0,0,194.2,0,0,43,5,0,0
296,Liberia,Mexico,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Liberia,Mexico,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Liberia,Brazil,Smoke Screen Bomb,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.4,31.6,31.8,31,32,32.6,28.2,60.2,4,0,0,12,47.6,39.8,55.6,79.8,51.6,258.2
299,Liberia,Brazil,Giant Rubber Band,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,0.6,1,1,0,2.2,0.8,38.6,27.2,0,0,0,0,0,0,0,0,0
300,Liberia,Argentina,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0
301,Liberia,Argentina,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
302,Libya,Brazil,Smoke Screen Bomb,67,67,67.2,66.8,67.2,67.4,65.6,68.6,68,60.2,77.8,66.2,36.4,130.8,31.8,16.6,0,0,0,0,44.6,6.2,24,0,0,9.6
303,Libya,Brazil,Giant Rubber Band,2,2,2,2,2,2,2,2,1.8,2.4,1.8,1.4,4,0,0,0,0,0,0,60,0,0,62.6,0,0,0
304,Libya,Brazil,Glue,10.4,10.4,10.4,10.6,10.4,10.2,10.8,10.4,9.6,12.4,9.4,7,21,0,0,0,184.4,0,0,319,40.2,0,0,0,0,0
305,Libya,Argentina,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0
306,Libya,Argentina,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.6,0,0,0,0,120,0,100,0,0,0
307,Madagascar,Mauritius,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Madagascar,Mauritius,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0.4,0.2,0
309,Madagascar,Mauritius,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,1,0,1,0,0,0
310,Madagascar,Brazil,Smoke Screen Bomb,5.8,5.8,5.8,5.8,5.8,6,5.6,5.6,6.4,4.8,5.6,9,0,8,18.6,9.6,3.2,3.2,3.2,10.2,0,8,4,4,0,4
311,Madagascar,Brazil,Giant Rubber Band,3,3,3,3,3,3,3,2.8,3.4,2.6,2.8,5,0,3.2,11.8,10,0,0,0,0,0,0,0,0,0,0
312,Madagascar,Brazil,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0
313,Madagascar,Argentina,Glue,1,1,1,1,1,1,1,0.8,1,0.8,0.6,1.8,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0
